,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek,id_,sum_points,web_name
5273,0,0,0,0,0.0,413,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,9,0,0,0,0,1,0,46295,0,0,0.0,0,0,0,0,40,False,0,1,413,0,Norris
5274,0,0,0,0,0.0,413,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,12,0,0,0,0,2,0,47500,1,1,0.0,0,-2894,1857,4751,40,True,0,2,413,0,Norris
5275,0,0,0,0,0.0,413,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,5,0,0,0,0,3,0,47769,1,1,0.0,0,-1365,2068,3433,40,True,0,3,413,0,Norris
5276,0,0,0,0,0.0,413,35,0,0,0.0,0.0,2019-09-01T13:00:00Z,0,8,0,0,0,0,4,0,47873,2,3,0.0,0,-1322,2159,3481,40,False,0,4,413,0,Norris
5277,0,0,0,0,0.0,413,50,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,6,0,0,0,0,5,0,48674,5,2,0.0,0,-594,2410,3004,40,True,0,5,413,0,Norris
5278,0,0,0,0,0.0,413,54,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,7,0,0,0,0,6,0,49221,1,1,0.0,0,-111,1566,1677,40,False,0,6,413,0,Norris
5279,0,0,0,0,0.0,413,70,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,18,0,0,0,0,7,0,48930,0,2,0.0,0,-709,1184,1893,40,True,0,7,413,0,Norris
5280,0,0,0,0,0.0,413,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,11,0,0,0,0,8,0,49033,2,0,0.0,0,-487,927,1414,40,False,0,8,413,0,Norris
5281,0,0,0,0,0.0,413,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,16,0,0,0,0,9,0,47480,1,1,0.0,0,-1573,556,2129,40,True,0,9,413,0,Norris
5282,0,0,0,0,0.0,413,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,13,0,0,0,0,10,0,47236,1,1,0.0,0,-484,420,904,40,False,0,10,413,0,Norris
5283,0,0,0,0,0.0,413,101,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,1,0,0,0,0,11,0,47257,1,1,0.0,0,-329,772,1101,40,False,0,11,413,0,Norris
5284,0,0,0,0,0.0,413,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,2,0,0,0,0,12,0,46646,1,2,0.0,0,-787,504,1291,40,True,0,12,413,0,Norris
5285,0,0,0,0,0.0,398,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,6188,5,0,0.0,0,0,0,0,45,True,0,1,398,0,Diangana
5286,0,0,0,0,0.0,398,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,4,0,0,0,0,2,0,4881,1,1,0.0,0,-1355,124,1479,45,False,0,2,398,0,Diangana
5287,0,0,0,0,0.0,398,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,18,0,0,0,0,3,0,4323,3,1,0.0,0,-698,175,873,45,False,0,3,398,0,Diangana
5288,0,0,0,0,0.0,398,40,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,14,0,0,0,0,4,0,4625,0,2,0.0,0,-30,750,780,44,True,0,4,398,0,Diangana
5289,0,0,0,0,0.0,398,41,0,0,0.0,0.0,2019-09-16T19:00:00Z,0,2,0,0,0,0,5,0,5842,0,0,0.0,0,725,2117,1392,44,False,0,5,398,0,Diangana
5290,0,0,0,0,0.0,398,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,12,0,0,0,0,6,0,6374,0,2,0.0,0,436,1235,799,44,True,0,6,398,0,Diangana
5291,0,0,0,0,0.0,398,62,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,3,0,0,0,0,7,0,6641,2,2,0.0,0,166,1055,889,44,False,0,7,398,0,Diangana
5292,0,0,0,0,0.0,398,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,7,0,0,0,0,8,0,6030,2,1,0.0,0,-569,212,781,44,True,0,8,398,0,Diangana
5293,0,0,0,0,0.0,398,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,8,0,0,0,0,9,0,5771,0,2,0.0,0,-286,199,485,44,False,0,9,398,0,Diangana
5294,0,0,0,0,0.0,398,100,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,15,0,0,0,0,10,0,5684,1,1,0.0,0,-136,163,299,44,True,0,10,398,0,Diangana
5295,0,0,0,0,0.0,398,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,13,0,0,0,0,11,0,5410,3,2,0.0,0,-290,121,411,44,True,0,11,398,0,Diangana
5296,0,0,0,0,0.0,398,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,5,0,0,0,0,12,0,5303,0,3,0.0,0,-128,103,231,44,False,0,12,398,0,Diangana
5297,0,0,0,0,0.0,553,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,7,0,0,0,0,8,0,0,2,1,0.0,0,0,0,0,40,True,0,1,553,0,Martin
5298,0,0,0,0,0.0,553,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,8,0,0,0,0,9,0,5249,0,2,0.0,0,3316,3665,349,40,False,0,2,553,0,Martin
5299,0,0,0,0,0.0,553,100,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,15,0,0,0,0,10,0,7414,1,1,0.0,0,1688,2101,413,40,True,0,3,553,0,Martin
5300,0,0,0,0,0.0,553,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,13,0,0,0,0,11,0,11605,3,2,0.0,0,2698,3355,657,40,True,0,4,553,0,Martin
5301,0,0,0,0,0.0,553,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,5,0,0,0,0,12,0,14188,0,3,0.0,0,1517,2287,770,40,False,0,5,553,0,Martin
5302,0,0,0,0,0.0,555,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,18,0,0,0,0,9,0,1528,1,1,0.0,0,1272,1490,218,45,True,0,1,555,0,Vorm
5303,0,0,0,0,0.0,555,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,10,0,0,0,0,10,0,1403,1,2,0.0,0,-156,297,453,45,False,0,2,555,0,Vorm
5304,0,0,0,0,0.0,555,106,0,0,0.0,0.0,2019-11-03T16:30:00Z,0,8,0,0,0,0,11,0,1545,1,1,0.0,0,-87,346,433,45,False,0,3,555,0,Vorm
5305,0,0,0,0,0.0,555,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,15,0,0,0,0,12,0,1525,1,1,0.0,0,-147,129,276,44,True,0,4,555,0,Vorm
5306,0,0,0,0,0.0,558,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,18,0,0,0,0,9,0,0,1,1,0.0,0,0,0,0,40,True,0,1,558,0,Austin
5307,0,0,0,0,0.0,558,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,10,0,0,0,0,10,0,1050,1,2,0.0,0,649,731,82,40,False,0,2,558,0,Austin
5308,0,0,0,0,0.0,558,106,0,0,0.0,0.0,2019-11-03T16:30:00Z,0,8,0,0,0,0,11,0,2883,1,1,0.0,0,1166,1378,212,40,False,0,3,558,0,Austin
5309,0,0,0,0,0.0,558,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,15,0,0,0,0,12,0,3796,1,1,0.0,0,538,832,294,40,True,0,4,558,0,Austin
5310,0,0,0,0,0.0,1,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,13,0,0,0,0,1,0,33117,1,0,0.0,0,0,0,0,55,False,0,1,1,0,Mustafi
5311,0,0,0,0,0.0,1,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,5,0,0,0,0,2,0,36709,1,2,0.0,0,-5280,2868,8148,55,True,0,2,1,0,Mustafi
5312,0,0,0,0,0.0,1,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,10,0,0,0,0,3,0,30975,1,3,0.0,0,-6882,534,7416,54,False,0,3,1,0,Mustafi
5313,0,0,0,0,0.0,1,31,0,0,0.0,0.0,2019-09-01T15:30:00Z,0,17,0,0,0,0,4,0,28096,2,2,0.0,0,-3872,346,4218,54,True,0,4,1,0,Mustafi
5314,0,0,0,0,0.0,1,49,0,0,0.0,0.0,2019-09-15T15:30:00Z,0,18,0,0,0,0,5,0,26902,2,2,0.0,0,-2073,581,2654,53,False,0,5,1,0,Mustafi
5315,0,0,0,0,0.0,1,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,2,0,0,0,0,6,0,26330,2,3,0.0,0,-1041,373,1414,53,True,0,6,1,0,Mustafi
5316,0,0,0,0,0.0,1,67,0,0,0.0,0.0,2019-09-30T19:00:00Z,0,12,0,0,0,0,7,0,25642,1,1,0.0,0,-1166,359,1525,53,False,0,7,1,0,Mustafi
5317,0,0,0,0,0.0,1,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,3,0,0,0,0,8,0,25277,0,1,0.0,0,-691,393,1084,53,True,0,8,1,0,Mustafi
5318,0,0,0,0,0.0,1,88,0,0,0.0,0.0,2019-10-21T19:00:00Z,0,15,0,0,0,0,9,0,25175,0,1,0.0,0,-469,434,903,53,False,0,9,1,0,Mustafi
5319,0,0,0,0,0.0,1,91,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,7,0,0,0,0,10,0,25037,2,2,0.0,0,-325,199,524,52,True,0,10,1,0,Mustafi
5320,0,0,0,0,0.0,1,101,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,20,0,0,0,0,11,0,24909,1,1,0.0,0,-411,426,837,52,True,0,11,1,0,Mustafi
5321,0,0,0,0,0.0,1,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,9,0,0,0,0,12,0,24731,0,2,0.0,0,-392,228,620,52,False,0,12,1,0,Mustafi
5322,0,0,0,0,0.0,548,69,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,17,0,0,0,0,7,0,0,1,2,0.0,0,0,0,0,40,False,0,1,548,0,Lewis
5323,0,0,0,0,0.0,548,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,6,0,0,0,0,8,0,3388,4,1,0.0,0,2051,2259,208,40,True,0,2,548,0,Lewis
5324,0,0,0,0,0.0,548,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,20,0,0,0,0,9,0,4104,1,1,0.0,0,725,1070,345,40,False,0,3,548,0,Lewis
5325,0,0,0,0,0.0,548,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,9,0,0,0,0,10,0,4366,9,0,0.0,0,188,409,221,40,True,0,4,548,0,Lewis
5326,0,0,0,0,0.0,548,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,11,0,0,0,0,11,0,5011,1,2,0.0,0,349,600,251,40,False,0,5,548,0,Lewis
5327,0,0,0,0,0.0,548,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,8,0,0,0,0,12,0,5481,2,1,0.0,0,239,513,274,40,True,0,6,548,0,Lewis
5328,0,0,0,0,0.0,462,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,4186,0,4,0.0,0,0,0,0,55,False,0,1,462,0,Kenedy
5329,0,0,0,0,0.0,462,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,9,0,0,0,0,2,0,4834,1,1,0.0,0,-544,281,825,55,True,0,2,462,0,Kenedy
5330,0,0,0,0,0.0,462,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,14,0,0,0,0,3,0,4544,3,2,0.0,0,-592,152,744,54,False,0,3,462,0,Kenedy
5331,0,0,0,0,0.0,462,33,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,15,0,0,0,0,4,0,4300,2,2,0.0,0,-485,125,610,54,True,0,4,462,0,Kenedy
5332,0,0,0,0,0.0,462,50,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,20,0,0,0,0,5,0,3535,5,2,0.0,0,-809,111,920,54,False,0,5,462,0,Kenedy
5333,0,0,0,0,0.0,462,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,10,0,0,0,0,6,0,3170,2,1,0.0,0,-395,16,411,53,True,0,6,462,0,Kenedy
5334,0,0,0,0,0.0,462,63,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,4,0,0,0,0,7,0,2913,0,2,0.0,0,-272,16,288,53,True,0,7,462,0,Kenedy
5335,0,0,0,0,0.0,462,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,16,0,0,0,0,8,0,2776,4,1,0.0,0,-140,14,154,53,False,0,8,462,0,Kenedy
5336,0,0,0,0,0.0,462,83,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,13,0,0,0,0,9,0,2697,0,1,0.0,0,-98,11,109,53,True,0,9,462,0,Kenedy
5337,0,0,0,0,0.0,462,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,5,0,0,0,0,10,0,2658,4,2,0.0,0,-44,3,47,53,False,0,10,462,0,Kenedy
5338,0,0,0,0,0.0,462,109,0,0,0.0,0.0,2019-11-02T17:30:00Z,0,18,0,0,0,0,11,0,2610,2,1,0.0,0,-52,5,57,53,False,0,11,462,0,Kenedy
5339,0,0,0,0,0.0,462,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,7,0,0,0,0,12,0,2578,0,2,0.0,0,-34,13,47,53,True,0,12,462,0,Kenedy
5340,0,0,0,0,0.0,536,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,5,0,0,0,0,5,0,0,1,1,0.0,0,0,0,0,40,True,0,1,536,0,Baluta
5341,0,0,0,0,0.0,536,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,13,0,0,0,0,6,0,4535,0,0,0.0,0,2790,3397,607,40,False,0,2,536,0,Baluta
5342,0,0,0,0,0.0,536,63,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,6,0,0,0,0,7,0,8427,0,2,0.0,0,2533,3625,1092,40,False,0,3,536,0,Baluta
5343,0,0,0,0,0.0,536,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,17,0,0,0,0,8,0,10629,0,3,0.0,0,1343,2350,1007,40,True,0,4,536,0,Baluta
5344,0,0,0,0,0.0,536,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,2,0,0,0,0,9,0,12849,1,2,0.0,0,1517,2648,1131,40,False,0,5,536,0,Baluta
5345,0,0,0,0,0.0,536,92,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,8,0,0,0,0,10,0,13337,2,3,0.0,0,398,1347,949,40,True,0,6,536,0,Baluta
5346,0,0,0,0,0.0,536,104,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,14,0,0,0,0,11,0,14332,0,2,0.0,0,408,1969,1561,40,True,0,7,536,0,Baluta
5347,0,0,0,0,0.0,536,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,12,0,0,0,0,12,0,14721,1,3,0.0,0,-85,1246,1331,40,False,0,8,536,0,Baluta
5348,0,0,0,0,0.0,88,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,8088,0,3,0.0,0,0,0,0,45,True,0,1,88,0,Long
5349,0,0,0,0,0.0,88,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,9436,1,2,0.0,0,-747,303,1050,45,False,0,2,88,0,Long
5350,0,0,0,0,0.0,88,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,20,0,0,0,0,3,0,9287,1,1,0.0,0,-725,298,1023,45,False,0,3,88,0,Long
5351,0,0,0,0,0.0,88,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,10,0,0,0,0,4,0,9273,3,0,0.0,0,-536,291,827,45,True,0,4,88,0,Long
5352,0,0,0,0,0.0,88,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,4,0,0,0,0,5,0,9553,1,1,0.0,0,-230,516,746,44,False,0,5,88,0,Long
5353,0,0,0,0,0.0,88,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,9542,0,2,0.0,0,-202,261,463,44,True,0,6,88,0,Long
5354,0,0,0,0,0.0,88,61,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,2,0,0,0,0,7,0,9379,2,2,0.0,0,-320,268,588,44,False,0,7,88,0,Long
5355,0,0,0,0,0.0,88,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,8,0,0,0,0,8,0,9204,0,1,0.0,0,-287,128,415,44,True,0,8,88,0,Long
5356,0,0,0,0,0.0,88,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,9,0,0,0,0,9,0,9188,1,2,0.0,0,-171,168,339,44,False,0,9,88,0,Long
5357,0,0,0,0,0.0,88,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,6,0,0,0,0,10,0,9117,4,2,0.0,0,-140,90,230,44,True,0,10,88,0,Long
5358,0,0,0,0,0.0,88,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,15,0,0,0,0,11,0,9103,0,3,0.0,0,-132,154,286,44,False,0,11,88,0,Long
5359,0,0,0,0,0.0,88,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,8998,0,3,0.0,0,-169,110,279,43,True,0,12,88,0,Long
5360,0,0,0,0,0.0,89,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,182745,0,3,0.0,0,0,0,0,40,True,0,1,89,0,Gibson
5361,0,0,0,0,0.0,89,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,194021,1,2,0.0,0,-7029,6819,13848,40,False,0,2,89,0,Gibson
5362,0,0,0,0,0.0,89,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,20,0,0,0,0,3,0,187090,1,1,0.0,0,-11905,6844,18749,40,False,0,3,89,0,Gibson
5363,0,0,0,0,0.0,89,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,10,0,0,0,0,4,0,189140,3,0,0.0,0,-3642,9650,13292,40,True,0,4,89,0,Gibson
5364,0,0,0,0,0.0,89,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,4,0,0,0,0,5,0,199734,1,1,0.0,0,4071,17544,13473,40,False,0,5,89,0,Gibson
5365,0,0,0,0,0.0,89,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,199081,0,2,0.0,0,-1530,6426,7956,40,True,0,6,89,0,Gibson
5366,0,0,0,0,0.0,89,61,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,2,0,0,0,0,7,0,195976,2,2,0.0,0,-4929,5443,10372,40,False,0,7,89,0,Gibson
5367,0,0,0,0,0.0,89,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,8,0,0,0,0,8,0,193490,0,1,0.0,0,-3644,3569,7213,40,True,0,8,89,0,Gibson
5368,0,0,0,0,0.0,89,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,9,0,0,0,0,9,0,190034,1,2,0.0,0,-4310,3248,7558,40,False,0,9,89,0,Gibson
5369,0,0,0,0,0.0,89,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,6,0,0,0,0,10,0,187868,4,2,0.0,0,-2737,2010,4747,40,True,0,10,89,0,Gibson
5370,0,0,0,0,0.0,89,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,15,0,0,0,0,11,0,185715,0,3,0.0,0,-2981,2367,5348,40,False,0,11,89,0,Gibson
5371,0,0,0,0,0.0,89,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,182142,0,3,0.0,0,-3883,1201,5084,40,True,0,12,89,0,Gibson
5372,0,0,0,0,0.0,95,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,121823,0,3,0.0,0,0,0,0,45,True,0,1,95,0,Hart
5373,0,0,0,0,0.0,95,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,117165,1,2,0.0,0,-15166,2097,17263,45,False,0,2,95,0,Hart
5374,0,0,0,0,0.0,95,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,20,0,0,0,0,3,0,108737,1,1,0.0,0,-11430,1249,12679,45,False,0,3,95,0,Hart
5375,0,0,0,0,0.0,95,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,10,0,0,0,0,4,0,105799,3,0,0.0,0,-6774,2827,9601,44,True,0,4,95,0,Hart
5376,0,0,0,0,0.0,95,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,4,0,0,0,0,5,0,104494,1,1,0.0,0,-4539,3437,7976,44,False,0,5,95,0,Hart
5377,0,0,0,0,0.0,95,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,103319,0,2,0.0,0,-2730,1875,4605,44,True,0,6,95,0,Hart
5378,0,0,0,0,0.0,95,61,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,2,0,0,0,0,7,0,100661,2,2,0.0,0,-3931,1713,5644,44,False,0,7,95,0,Hart
5379,0,0,0,0,0.0,95,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,8,0,0,0,0,8,0,98368,0,1,0.0,0,-3003,896,3899,44,True,0,8,95,0,Hart
5380,0,0,0,0,0.0,95,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,9,0,0,0,0,9,0,95526,1,2,0.0,0,-3580,826,4406,44,False,0,9,95,0,Hart
5381,0,0,0,0,0.0,95,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,6,0,0,0,0,10,0,94206,4,2,0.0,0,-1713,401,2114,44,True,0,10,95,0,Hart
5382,0,0,0,0,0.0,95,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,15,0,0,0,0,11,0,92920,0,3,0.0,0,-1855,873,2728,43,False,0,11,95,0,Hart
5383,0,0,0,0,0.0,95,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,91074,0,3,0.0,0,-2143,596,2739,43,True,0,12,95,0,Hart
5384,0,0,0,0,0.0,99,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,251,0,3,0.0,0,0,0,0,55,True,0,1,99,0,Defour
5385,0,0,0,0,0.0,99,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,280,1,2,0.0,0,-47,11,58,55,False,0,2,99,0,Defour
5386,0,0,0,0,0.0,99,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,20,0,0,0,0,3,0,259,1,1,0.0,0,-27,13,40,55,False,0,3,99,0,Defour
5387,0,0,0,0,0.0,99,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,10,0,0,0,0,4,0,258,3,0,0.0,0,-17,14,31,55,True,0,4,99,0,Defour
5388,0,0,0,0,0.0,99,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,4,0,0,0,0,5,0,261,1,1,0.0,0,-11,21,32,55,False,0,5,99,0,Defour
5389,0,0,0,0,0.0,99,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,256,0,2,0.0,0,-9,13,22,55,True,0,6,99,0,Defour
5390,0,0,0,0,0.0,99,61,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,2,0,0,0,0,7,0,260,2,2,0.0,0,1,22,21,55,False,0,7,99,0,Defour
5391,0,0,0,0,0.0,99,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,8,0,0,0,0,8,0,254,0,1,0.0,0,-9,14,23,55,True,0,8,99,0,Defour
5392,0,0,0,0,0.0,99,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,9,0,0,0,0,9,0,248,1,2,0.0,0,-8,13,21,55,False,0,9,99,0,Defour
5393,0,0,0,0,0.0,99,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,6,0,0,0,0,10,0,257,4,2,0.0,0,7,14,7,55,True,0,10,99,0,Defour
5394,0,0,0,0,0.0,99,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,15,0,0,0,0,11,0,253,0,3,0.0,0,-5,3,8,55,False,0,11,99,0,Defour
5395,0,0,0,0,0.0,99,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,254,0,3,0.0,0,-1,14,15,55,True,0,12,99,0,Defour
5396,0,0,0,0,0.0,120,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,136850,0,3,0.0,0,0,0,0,45,True,0,1,120,0,Drinkwater
5397,0,0,0,0,0.0,120,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,143926,1,2,0.0,0,-9812,11951,21763,45,False,0,2,120,0,Drinkwater
5398,0,0,0,0,0.0,120,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,20,0,0,0,0,3,0,112048,1,1,0.0,0,-31036,533,31569,45,False,0,3,120,0,Drinkwater
5399,0,0,0,0,0.0,120,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,10,0,0,0,0,4,0,95991,3,0,0.0,0,-17201,1069,18270,45,True,0,4,120,0,Drinkwater
5400,0,0,0,0,0.0,120,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,4,0,0,0,0,5,0,83321,1,1,0.0,0,-13721,1745,15466,45,False,0,5,120,0,Drinkwater
5401,0,0,0,0,0.0,120,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,73625,0,2,0.0,0,-9948,119,10067,45,True,0,6,120,0,Drinkwater
5402,0,0,0,0,0.0,120,61,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,2,0,0,0,0,7,0,65596,2,2,0.0,0,-8137,146,8283,45,False,0,7,120,0,Drinkwater
5403,0,0,0,0,0.0,120,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,8,0,0,0,0,8,0,60476,0,1,0.0,0,-5234,100,5334,44,True,0,8,120,0,Drinkwater
5404,0,0,0,0,0.0,120,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,9,0,0,0,0,9,0,56439,1,2,0.0,0,-4167,116,4283,44,False,0,9,120,0,Drinkwater
5405,0,0,0,0,0.0,120,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,6,0,0,0,0,10,0,54441,4,2,0.0,0,-2155,58,2213,44,True,0,10,120,0,Drinkwater
5406,0,0,0,0,0.0,120,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,15,0,0,0,0,11,0,51921,0,3,0.0,0,-2498,70,2568,44,False,0,11,120,0,Drinkwater
5407,0,0,0,0,0.0,120,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,50167,0,3,0.0,0,-1735,61,1796,44,True,0,12,120,0,Drinkwater
5408,0,0,0,0,0.0,495,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,3785,0,3,0.0,0,0,0,0,45,True,0,1,495,0,Peacock-Farrell
5409,0,0,0,0,0.0,495,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,4607,1,2,0.0,0,-320,110,430,45,False,0,2,495,0,Peacock-Farrell
5410,0,0,0,0,0.0,495,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,20,0,0,0,0,3,0,4818,1,1,0.0,0,-255,86,341,45,False,0,3,495,0,Peacock-Farrell
